2023-11-30 08:07:41,967 [main ] INFO  Constant - Copying default configuration to C:\Users\mitul\ZAP\config.xml
2023-11-30 08:07:42,109 [main ] INFO  Constant - Creating directory C:\Users\mitul\ZAP\session
2023-11-30 08:07:42,110 [main ] INFO  Constant - Creating directory C:\Users\mitul\ZAP\dirbuster
2023-11-30 08:07:42,111 [main ] INFO  Constant - Creating directory C:\Users\mitul\ZAP\fuzzers
2023-11-30 08:07:42,111 [main ] INFO  Constant - Creating directory C:\Users\mitul\ZAP\plugin
2023-11-30 08:07:42,194 [main ] INFO  GuiBootstrap - ZAP 2.14.0 started 30/11/2023, 08:07:42 with home C:\Users\mitul\ZAP\
2023-11-30 08:07:42,824 [AWT-EventQueue-0] INFO  View - Initialising View
2023-11-30 08:07:46,311 [ZAP-BootstrapGUI] INFO  ExtensionFactory - Installed add-ons: [[id=alertFilters, version=18.0.0], [id=ascanrules, version=58.0.0], [id=authhelper, version=0.10.0], [id=automation, version=0.33.0], [id=bruteforce, version=15.0.0], [id=callhome, version=0.8.0], [id=commonlib, version=1.18.0], [id=database, version=0.3.0], [id=diff, version=14.0.0], [id=directorylistv1, version=7.0.0], [id=domxss, version=18.0.0], [id=encoder, version=1.4.0], [id=exim, version=0.7.0], [id=formhandler, version=6.5.0], [id=fuzz, version=13.12.0], [id=gettingStarted, version=16.0.0], [id=graaljs, version=0.5.0], [id=graphql, version=0.20.0], [id=help, version=17.0.0], [id=hud, version=0.18.0], [id=invoke, version=14.0.0], [id=network, version=0.12.0], [id=oast, version=0.17.0], [id=onlineMenu, version=12.0.0], [id=openapi, version=37.0.0], [id=postman, version=0.2.0], [id=pscanrules, version=52.0.0], [id=quickstart, version=43.0.0], [id=replacer, version=15.0.0], [id=reports, version=0.26.0], [id=requester, version=7.4.0], [id=retest, version=0.8.0], [id=retire, version=0.26.0], [id=reveal, version=7.0.0], [id=scripts, version=42.0.0], [id=selenium, version=15.15.0], [id=soap, version=20.0.0], [id=spider, version=0.7.0], [id=spiderAjax, version=23.17.0], [id=tips, version=12.0.0], [id=webdriverwindows, version=64.0.0], [id=websocket, version=30.0.0], [id=zest, version=42.0.0]]
2023-11-30 08:07:46,321 [ZAP-BootstrapGUI] INFO  ExtensionFactory - Loading extensions
2023-11-30 08:07:47,576 [ZAP-BootstrapGUI] INFO  TlsUtils - Using supported SSL/TLS protocols: [TLSv1.2, TLSv1.3]
2023-11-30 08:07:47,931 [ZAP-BootstrapGUI] INFO  ExtensionFactory - Extensions loaded
2023-11-30 08:07:49,299 [ZAP-BootstrapGUI] INFO  ExtensionLoader - Initializing Auto-update Extension - Allows ZAP to check for updates
2023-11-30 08:07:49,401 [ZAP-BootstrapGUI] INFO  ExtensionLoader - Initializing Options Extension - Options Extension
2023-11-30 08:07:49,808 [ZAP-BootstrapGUI] INFO  ExtensionLoader - Initializing Edit Menu Extension - Edit Menu Extension
2023-11-30 08:07:49,816 [ZAP-BootstrapGUI] INFO  ExtensionLoader - Initializing API Extension - Provides a rest based API for controlling and accessing ZAP
2023-11-30 08:07:49,861 [ZAP-BootstrapGUI] INFO  ExtensionLoader - Initializing History Extension - History Extension
2023-11-30 08:07:50,061 [ZAP-BootstrapGUI] INFO  ExtensionLoader - Initializing ExtensionReveal - Show hidden fields and enable disabled fields
2023-11-30 08:07:50,071 [ZAP-BootstrapGUI] INFO  ExtensionLoader - Initializing Search Extension - Search messages for strings and regular expressions
2023-11-30 08:07:50,208 [ZAP-BootstrapGUI] INFO  ExtensionLoader - Initializing Breakpoint Extension - Allows you to intercept and modify requests and responses
2023-11-30 08:07:50,621 [ZAP-BootstrapGUI] INFO  ExtensionLoader - Initializing Passive Scan Extension - Passive scanner
2023-11-30 08:07:50,741 [ZAP-BootstrapGUI] INFO  ExtensionPassiveScan - loaded passive scan rule: Script Passive Scan Rules
2023-11-30 08:07:50,741 [ZAP-BootstrapGUI] INFO  ExtensionPassiveScan - loaded passive scan rule: Stats Passive Scan Rule
2023-11-30 08:07:50,750 [ZAP-BootstrapGUI] INFO  ExtensionPassiveScan - loaded passive scan rule: Authentication Request Identified
2023-11-30 08:07:50,751 [ZAP-BootstrapGUI] INFO  ExtensionPassiveScan - loaded passive scan rule: Session Management Response Identified
2023-11-30 08:07:50,757 [ZAP-BootstrapGUI] INFO  ExtensionPassiveScan - loaded passive scan rule: Verification Request Identified
2023-11-30 08:07:50,761 [ZAP-BootstrapGUI] INFO  ExtensionPassiveScan - loaded passive scan rule: Anti-clickjacking Header
2023-11-30 08:07:50,766 [ZAP-BootstrapGUI] INFO  ExtensionPassiveScan - loaded passive scan rule: Application Error Disclosure
2023-11-30 08:07:50,771 [ZAP-BootstrapGUI] INFO  ExtensionPassiveScan - loaded passive scan rule: Big Redirect Detected (Potential Sensitive Information Leak)
2023-11-30 08:07:50,771 [ZAP-BootstrapGUI] INFO  ExtensionPassiveScan - loaded passive scan rule: Re-examine Cache-control Directives
2023-11-30 08:07:50,781 [ZAP-BootstrapGUI] INFO  ExtensionPassiveScan - loaded passive scan rule: Charset Mismatch
2023-11-30 08:07:50,781 [ZAP-BootstrapGUI] INFO  ExtensionPassiveScan - loaded passive scan rule: Content Security Policy (CSP) Header Not Set
2023-11-30 08:07:50,781 [ZAP-BootstrapGUI] INFO  ExtensionPassiveScan - loaded passive scan rule: CSP
2023-11-30 08:07:50,791 [ZAP-BootstrapGUI] INFO  ExtensionPassiveScan - loaded passive scan rule: Content-Type Header Missing
2023-11-30 08:07:50,797 [ZAP-BootstrapGUI] INFO  ExtensionPassiveScan - loaded passive scan rule: Cookie No HttpOnly Flag
2023-11-30 08:07:50,801 [ZAP-BootstrapGUI] INFO  ExtensionPassiveScan - loaded passive scan rule: Loosely Scoped Cookie
2023-11-30 08:07:50,806 [ZAP-BootstrapGUI] INFO  ExtensionPassiveScan - loaded passive scan rule: Cookie without SameSite Attribute
2023-11-30 08:07:50,811 [ZAP-BootstrapGUI] INFO  ExtensionPassiveScan - loaded passive scan rule: Cookie Without Secure Flag
2023-11-30 08:07:50,813 [ZAP-BootstrapGUI] INFO  ExtensionPassiveScan - loaded passive scan rule: Cross-Domain Misconfiguration
2023-11-30 08:07:50,821 [ZAP-BootstrapGUI] INFO  ExtensionPassiveScan - loaded passive scan rule: Cross-Domain JavaScript Source File Inclusion
2023-11-30 08:07:50,826 [ZAP-BootstrapGUI] INFO  ExtensionPassiveScan - loaded passive scan rule: Absence of Anti-CSRF Tokens
2023-11-30 08:07:50,831 [ZAP-BootstrapGUI] INFO  ExtensionPassiveScan - loaded passive scan rule: Directory Browsing
2023-11-30 08:07:50,831 [ZAP-BootstrapGUI] INFO  ExtensionPassiveScan - loaded passive scan rule: Hash Disclosure
2023-11-30 08:07:50,831 [ZAP-BootstrapGUI] INFO  ExtensionPassiveScan - loaded passive scan rule: Heartbleed OpenSSL Vulnerability (Indicative)
2023-11-30 08:07:50,841 [ZAP-BootstrapGUI] INFO  ExtensionPassiveScan - loaded passive scan rule: Private IP Disclosure
2023-11-30 08:07:50,845 [ZAP-BootstrapGUI] INFO  ExtensionPassiveScan - loaded passive scan rule: Session ID in URL Rewrite
2023-11-30 08:07:50,851 [ZAP-BootstrapGUI] INFO  ExtensionPassiveScan - loaded passive scan rule: Information Disclosure - Debug Error Messages
2023-11-30 08:07:50,851 [ZAP-BootstrapGUI] INFO  ExtensionPassiveScan - loaded passive scan rule: Information Disclosure - Sensitive Information in URL
2023-11-30 08:07:50,857 [ZAP-BootstrapGUI] INFO  ExtensionPassiveScan - loaded passive scan rule: Information Disclosure - Sensitive Information in HTTP Referrer Header
2023-11-30 08:07:50,861 [ZAP-BootstrapGUI] INFO  ExtensionPassiveScan - loaded passive scan rule: Information Disclosure - Suspicious Comments
2023-11-30 08:07:50,861 [ZAP-BootstrapGUI] INFO  ExtensionPassiveScan - loaded passive scan rule: Weak Authentication Method
2023-11-30 08:07:50,871 [ZAP-BootstrapGUI] INFO  ExtensionPassiveScan - loaded passive scan rule: HTTP to HTTPS Insecure Transition in Form Post
2023-11-30 08:07:50,871 [ZAP-BootstrapGUI] INFO  ExtensionPassiveScan - loaded passive scan rule: HTTPS to HTTP Insecure Transition in Form Post
